Event Name,Date,Venue,Address,Latitude,Longitude,Segment,Genre,SubGenre
Plainclothes,2025-09-28,TIFF Lightbox Cinema 5,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
The Girl Who Leapt Through Time,2025-09-28,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Eleanor the Great,2025-09-28,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Eleanor the Great,2025-09-28,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Shawn Mendes - On The Road Again,2025-09-28,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,N/A,N/A,N/A
The History of Sound,2025-09-28,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
The History of Sound,2025-09-28,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
The History of Sound,2025-09-28,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
The Baltimorons,2025-09-28,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Eleanor the Great,2025-09-28,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
All That's Left of You,2025-09-28,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Toronto Blue Jays vs. Tampa Bay Rays,2025-09-28,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
State of Passion,2025-09-28,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Corona Premium Lawn Experience - Shawn Mendes,2025-09-28,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,N/A,N/A,N/A
Plainclothes,2025-09-28,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Shawn Mendes - On The Road Again,2025-09-28,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,N/A,N/A,N/A
Pool Kids,2025-09-28,The Baby G,1608 Dundas St West,43.650019,-79.435404,Music,Rock,Alternative Rock
"Dark Angel, Hirax, VOID",2025-09-28,The Phoenix Concert Theatre,410 Sherbourne Street,43.664730,-79.374200,Music,Metal,Heavy Metal
DELTRON3030,2025-09-28,The Concert Hall,The Masonic Temple,43.673080,-79.388420,Music,Hip-Hop/Rap,Old School Rap
Minami Deutsch with Harmony on Mars,2025-09-28,The Dance Cave,529 Bloor Street West,43.665244,-79.409452,Music,Rock,Psychedelic
Maria Somerville with Fleur Electra & huxlii (solo),2025-09-28,The Garrison,1197 Dundas Street West,43.649130,-79.422350,Music,Alternative,Alternative
Kota The Friend,2025-09-29,The Phoenix Concert Theatre,410 Sherbourne Street,43.66446150,-79.37359930,Music,Hip-Hop/Rap,French Rap
Ethan Regan: I Almost Graduated Tour,2025-09-29, Horseshoe Tavern,370 Queen St. W.,43.64904380,-79.39591300,Music,Folk,Indie Folk
An Evening with Georges St-Pierre: The Instinct of a Champion,2025-09-29,Meridian Hall,1 Front Street East,43.64681820,-79.37666570,Miscellaneous,Lecture/Seminar,Lecture/Seminar
blessthefall,2025-09-29,The Opera House,735 Queen St. E.,43.65900020,-79.34877430,Music,Metal,Nu-Metal
Sonata Arctica,2025-09-29,The Mod Club (formerly known as The Axis Club),722 College St.,43.65516550,-79.41906360,Music,Metal,Nu-Metal
Lil Tracy: The Blood Moon Tour,2025-09-29,The Concert Hall,888 Yonge St.,43.67297160,-79.38790660,Music,Hip-Hop/Rap,French Rap
Oracle Sisters,2025-09-29,Velvet Underground,508 Queen St. W.,43.64771720,-79.40148220,Music,Rock,Pop
Alice Cooper & Judas Priest Live,2025-09-29,Budweiser Stage,909 Lakeshore Blvd. W.,43.62945440,-79.41491930,Music,Rock,Pop
Alice Cooper & Judas Priest Live,2025-09-29,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,N/A,N/A,N/A
Alice Cooper & Judas Priest Live,2025-09-29,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,N/A,N/A,N/A
Alice Cooper & Judas Priest Live - Social Pass,2025-09-29,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,N/A,N/A,N/A
Georges St-Pierre,2025-09-29,Jane Mallet Theatre,27 Front St E,43.64737,-79.37519,N/A,N/A,N/A
Corona Premium Lawn Experience - Alice Cooper,2025-09-29,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,N/A,N/A,N/A
ANIKA with Avishag Cohen Rodrigues,2025-09-29,The Dance Cave,529 Bloor Street West,43.665244,-79.409452,Music,Dance/Electronic,Avant-Garde
Fly By Midnight with Moontower,2025-09-29,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Pop,Indie Pop
Toronto Blue Jays Wild Card Home Game 1,2025-09-30,Rogers Centre,1 Blue Jays Way,43.64173840,-79.39174470,Sports,Baseball,MLB
Winter,2025-09-30,The Garrison,1197 Dundas Street West,43.64927320,-79.42230750,Music,Rock,Alternative Rock
Music TORONTO: Ehnes Quartet,2025-09-30,Jane Mallett Theatre,27 Front Street East,43.64703840,-79.37545850,Arts & Theatre,Classical,Classical/Vocal
Kingfishr,2025-09-30,The Danforth Music Hall,147 Danforth Ave.,43.67644920,-79.35710140,Music,Folk,Indie Folk
MJ (Touring),2025-09-30,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
Full Season,2025-09-30,Jane Mallet Theatre,27 Front St E,43.64737,-79.37519,N/A,N/A,N/A
Strings Series,2025-09-30,Jane Mallet Theatre,27 Front St E,43.64737,-79.37519,N/A,N/A,N/A
The Girl Who Leapt Through Time,2025-09-30,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
3 Concert Flex Pack,2025-09-30,Jane Mallet Theatre,27 Front St E,43.64737,-79.37519,N/A,N/A,N/A
Roz & Mocha - Live 16th Anniversary Show,2025-09-30,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
AL Wild Card Pre Game Tour - Game 1,2025-09-30,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
The Baltimorons,2025-09-30,TIFF Lightbox Cinema 5,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
MUSE Series,2025-09-30,Jane Mallet Theatre,27 Front St E,43.64737,-79.37519,N/A,N/A,N/A
Plainclothes,2025-09-30,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Select Series,2025-09-30,Jane Mallet Theatre,27 Front St E,43.64737,-79.37519,N/A,N/A,N/A
4+ Concert Flex Pack,2025-09-30,Jane Mallet Theatre,27 Front St E,43.64737,-79.37519,N/A,N/A,N/A
Piano Series,2025-09-30,Jane Mallet Theatre,27 Front St E,43.64737,-79.37519,N/A,N/A,N/A
Eleanor the Great,2025-09-30,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
"Future Palace, Half Me, Hawk",2025-09-30,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Alternative,Alternative Metal
Hayes Carll,2025-09-30,The Horseshoe Tavern,370 Queen Street West,43.649110,-79.395880,Music,Country,Country
Festival 25+  Rush Pass,2025-09-14,TIFF Festival Venues,350 King Street West,43.646721,-79.39035,N/A,N/A,N/A
Festival Under 25 Rush Pass (Valid I.D. Required),2025-09-14,TIFF Festival Venues,350 King Street West,43.646721,-79.39035,N/A,N/A,N/A
Casa Loma General Admission,2025-09-28,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-09-26,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-09-27,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-09-30,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Ethan Regan: Pre-Show Hang + Performance - DOES NOT INCLUDE A TICKET,2025-09-29, Horseshoe Tavern,370 Queen St. W.,43.64904380,-79.39591300,Miscellaneous,Undefined,Undefined
Guided Tours of Scotiabank Arena,2025-09-27,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Miscellaneous,Undefined,Undefined
Rogers Centre Ballpark Tours,2025-09-28,Rogers Centre,1 Blue Jays Way,43.64173840,-79.39174470,Miscellaneous,Undefined,Undefined
Rogers Centre Ballpark Tours,2025-09-24,Rogers Centre,1 Blue Jays Way,43.64173840,-79.39174470,Miscellaneous,Undefined,Undefined
Rogers Centre Ballpark Tours,2025-09-25,Rogers Centre,1 Blue Jays Way,43.64173840,-79.39174470,Miscellaneous,Undefined,Undefined
Rogers Centre Ballpark Tours,2025-09-26,Rogers Centre,1 Blue Jays Way,43.64173840,-79.39174470,Miscellaneous,Undefined,Undefined
Rogers Centre Ballpark Tours,2025-09-27,Rogers Centre,1 Blue Jays Way,43.64173840,-79.39174470,Miscellaneous,Undefined,Undefined
Guided Tours of Scotiabank Arena,2025-09-30,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Miscellaneous,Undefined,Undefined
Guided Tours of Scotiabank Arena,2025-09-29,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Miscellaneous,Undefined,Undefined
Guided Tours of Scotiabank Arena,2025-09-28,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Miscellaneous,Undefined,Undefined
Guided Tours of Scotiabank Arena,2025-09-25,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-09-24,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-09-29,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-09-25,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Colum Tyrrell,2025-09-27,Comedy Bar - Danforth,2800 Danforth Ave,0,0,Undefined,N/A,N/A
Colum Tyrrell,2025-09-26,Comedy Bar - Danforth,2800 Danforth Ave,0,0,Undefined,N/A,N/A
Colum Tyrrell,2025-09-27,Comedy Bar - Danforth,2800 Danforth Ave,0,0,Undefined,N/A,N/A
Toronto Raptors vs. Brooklyn Nets,2025-10-17,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Basketball,NBA
Toronto Raptors vs. Milwaukee Bucks,2025-10-24,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Basketball,NBA
Toronto Maple Leafs v Detroit Red Wings,2025-10-02,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Maple Leafs v Montreal Canadiens,2025-10-08,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Raptors vs. Boston Celtics,2025-10-10,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Basketball,NBA
Toronto Maple Leafs v Detroit Red Wings,2025-10-13,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Maple Leafs v Nashville Predators,2025-10-14,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Maple Leafs v Seattle Kraken,2025-10-18,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Maple Leafs v New Jersey Devils,2025-10-21,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Maple Leafs v Buffalo Sabres,2025-10-25,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Maple Leafs v Calgary Flames,2025-10-28,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Raptors vs. Houston Rockets,2025-10-29,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Basketball,NBA
Toronto Maple Leafs v New York Rangers,2025-10-16,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto FC vs. Orlando City SC,2025-10-18,BMO Field,170 Princes' Blvd,43.63264890,-79.42029240,Sports,Soccer,MLS
Tom Odell - Don't Let Me Go Tour,2025-09-30,Massey Hall,178 Victoria St.,43.65418690,-79.37899750,Music,Rock,Pop
The History of Sound,2025-09-30,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Full Season,2025-09-30,Jane Mallet Theatre,27 Front St E,43.64737,-79.37519,N/A,N/A,N/A
Strings Series,2025-09-30,Jane Mallet Theatre,27 Front St E,43.64737,-79.37519,N/A,N/A,N/A
The Girl Who Leapt Through Time,2025-09-30,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
2024 Secondary Member,2025-09-30,TIFF Memberships,350 King Street West,N/A,N/A,N/A,N/A,N/A
3 Concert Flex Pack,2025-09-30,Jane Mallet Theatre,27 Front St E,43.64737,-79.37519,N/A,N/A,N/A
Roz & Mocha - Live 16th Anniversary Show,2025-09-30,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
The Baltimorons,2025-09-30,TIFF Lightbox Cinema 5,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
MUSE Series,2025-09-30,Jane Mallet Theatre,27 Front St E,43.64737,-79.37519,N/A,N/A,N/A
Plainclothes,2025-09-30,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Select Series,2025-09-30,Jane Mallet Theatre,27 Front St E,43.64737,-79.37519,N/A,N/A,N/A
4+ Concert Flex Pack,2025-09-30,Jane Mallet Theatre,27 Front St E,43.64737,-79.37519,N/A,N/A,N/A
Piano Series,2025-09-30,Jane Mallet Theatre,27 Front St E,43.64737,-79.37519,N/A,N/A,N/A
2025 AL Wild Card Game 1 Suites,2025-09-30,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
Toronto Blue Jays Wild Card Home Game 2,2025-10-01,Rogers Centre,1 Blue Jays Way,43.64173840,-79.39174470,Sports,Baseball,MLB
2025 P1Harmony LIVE TOUR [P1ustage H : MOST WANTED] IN NORTH AMERICA,2025-10-01,Coca-Cola Coliseum,45 Manitoba Drive,43.63509680,-79.41572430,Music,Pop,K-Pop
Ava Max - Don't Click Play Tour,2025-10-01,The Theatre at Great Canadian Casino Resort Toronto,1133 Queens Plate Dr,43.71252500,-79.60204200,Music,Pop,Pop
JP Saxe - Make Yourself At Home Tour,2025-10-01,Massey Hall,178 Victoria St.,43.65418690,-79.37899750,Music,Rock,Pop
John Maus,2025-10-01,The Danforth Music Hall,147 Danforth Ave.,43.67644920,-79.35710140,Music,Rock,Alternative Rock
Walk Right Back: The Everly Brothers Story,2025-10-01,The Elgin & Winter Garden Theatres,189 Yonge St.,43.65291940,-79.37945170,Music,Folk,Indie Folk
YAKTAK,2025-10-01,Velvet Underground,508 Queen St. W.,43.64771720,-79.40148220,Music,World,World
Sons Of The East - SONS World Tour 2025,2025-10-01,The Opera House,735 Queen St. E.,43.65900020,-79.34877430,Music,Rock,Pop
MJ (Touring),2025-10-01,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
MJ (Touring),2025-10-01,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
The History of Sound,2025-10-01,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
2025 AL Wild Card Game 2 Suites,2025-10-01,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
Plainclothes,2025-10-01,TIFF Lightbox Cinema 5,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Kantara: A Legend - Chapter 1 (Kannada w/ e.s.t.),2025-10-01,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Eleanor the Great,2025-10-01,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Rogers Centre Tour,2025-10-01,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
Plainclothes,2025-10-01,TIFF Lightbox Cinema 5,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Toronto Blue Jays vs. Philadelphia Phillies,2025-10-01,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
Plainclothes,2025-10-01,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Eleanor the Great,2025-10-01,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
The Baltimorons,2025-10-01,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
AL Wild Card Pre Game Tour - Game 2,2025-10-01,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
Eleanor the Great,2025-10-01,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
The History of Sound,2025-10-01,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
The History of Sound,2025-10-01,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Peak Everything,2025-10-01,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Skinshape with Sons of Sevilla,2025-10-01,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Rock,Rock
Toronto Blue Jays Wild Card Home Game 3,2025-10-02,Rogers Centre,1 Blue Jays Way,43.64173840,-79.39174470,Sports,Baseball,MLB
Blackbraid - North American Tour - MOVED TO THE MOD CLUB,2025-10-02,The Mod Club (formerly known as The Axis Club),722 College St.,43.65516550,-79.41906360,Music,Metal,Nu-Metal
Max McNown - Forever Ain't Long Enough Tour,2025-10-02,The Danforth Music Hall,147 Danforth Ave.,43.67644920,-79.35710140,Music,Country,Country
Ninajirachi,2025-10-02,The Drake Hotel,1150 Queen Street West,43.64310780,-79.42464570,Music,Dance/Electronic,Witchstep
almost monday,2025-10-02,The Mod Club (formerly known as The Axis Club),722 College St.,43.65516550,-79.41906360,Music,Pop,Pop
The Living Tombstone: TLT World Tour 2025,2025-10-02,History,1663 Queen St. East,43.66684147,-79.31351149,Music,Dance/Electronic,Witchstep
Ludovico Einaudi: The Summer Portraits Tour,2025-10-02,Massey Hall,178 Victoria St.,43.65418690,-79.37899750,Arts & Theatre,Classical,Symphonic
MJ (Touring),2025-10-02,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
Fumi Abe,2025-10-02,Comedy Bar - Danforth,2800 Danforth Ave,0,0,Arts & Theatre,Miscellaneous,Miscellaneous
Toronto Maple Leafs vs Detroit Red Wings,2025-10-02,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
The Grand Budapest Hotel,2025-10-02,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Kantara: A Legend - Chapter 1 (Telugu w/ e.s.t.),2025-10-02,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Kantara: A Legend - Chapter 1 (Kannada w/ e.s.t.),2025-10-02,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Or Something,2025-10-02,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Toronto Maple Leafs vs Detroit Red Wings,2025-10-02,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
AL Wild Card Pre Game Tour - Game 3,2025-10-02,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
The Living Tombstone: TLT World Tour 2025,2025-10-02,History,1663 Queen St. East,43.6668414699999988,-79.3135114900000095,N/A,N/A,N/A
The History of Sound,2025-10-02,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Eleanor the Great,2025-10-02,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Eleanor the Great,2025-10-02,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
2025 AL Wild Card Game 3 Suites,2025-10-02,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
Toronto Maple Leafs vs Detroit Red Wings,2025-10-02,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
Rogers Centre Tour,2025-10-02,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
Bundle Event For Fevo,2025-10-02,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
The Baltimorons (w/ Open Caption),2025-10-02,TIFF Lightbox Cinema 5,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
The History of Sound,2025-10-02,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Plainclothes,2025-10-02,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
The History of Sound,2025-10-02,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Plainclothes,2025-10-02,TIFF Lightbox Cinema 5,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Eleanor the Great,2025-10-02,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
TMU Bold vs Laurier (Men's Hockey),2025-10-02,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Hockey,N/A
TMU Bold Men's Hockey - 2025-26 Season Pass,2025-10-02,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Hockey,N/A
Johnny Stimson w/ Jettee (solo acoustic),2025-10-02,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Rock,Pop
Brent Cobb: The Ain't Rocked in a While Tour,2025-10-03,Velvet Underground,508 Queen St. W.,43.64771720,-79.40148220,Music,Country,Country
Stacey Ryan,2025-10-03,The Drake Hotel,1150 Queen Street West,43.64310780,-79.42464570,Music,Pop,Pop
Sam Fender - People Watching Tour,2025-10-03,Coca-Cola Coliseum,45 Manitoba Drive,43.63509680,-79.41572430,Music,Rock,Pop
The United Nations of Comedy,2025-10-03,Meridian Arts Centre: George Weston,5040 Yonge Street,43.76613790,-79.41425050,Miscellaneous,Family,Other
Max McNown - Forever Ain't Long Enough Tour,2025-10-03,The Danforth Music Hall,147 Danforth Ave.,43.67644920,-79.35710140,Music,Country,Country
Biscits,2025-10-03,The Opera House,735 Queen St. E.,43.65900020,-79.34877430,Music,Dance/Electronic,Witchstep
Joe Kay,2025-10-03,History,1663 Queen St. East,43.66684147,-79.31351149,Music,R&B,Soul
Back to the Future In Concert,2025-10-03,Meridian Hall,1 Front Street East,43.64681820,-79.37666570,Arts & Theatre,Classical,Symphonic
Whitney Cummings: Big Baby,2025-10-03,The Elgin & Winter Garden Theatres,189 Yonge St.,43.65291940,-79.37945170,Arts & Theatre,Comedy,Comedy
Whitney Cummings: Big Baby,2025-10-03,The Elgin & Winter Garden Theatres,189 Yonge St.,43.65291940,-79.37945170,Arts & Theatre,Comedy,Comedy
"Signs Of The Swarm, Mental Cruelty",2025-10-03,The Mod Club (formerly known as The Axis Club),722 College St.,43.65516550,-79.41906360,Music,Metal,Nu-Metal
Bryan Adams: Roll with the Punches w/ guest The Sheepdogs,2025-10-03,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Music,Rock,Pop
MJ (Touring),2025-10-03,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
Predators,2025-10-03,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Orwell: 2 + 2 = 5,2025-10-03,TIFF Lightbox Cinema 5,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Orwell: 2 + 2 = 5,2025-10-03,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Kantara: A Legend - Chapter 1 (Kannada w/ e.s.t.),2025-10-03,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Rogers Centre Tour,2025-10-03,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
Predators,2025-10-03,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Joe Kay,2025-10-03,History,1663 Queen St. East,43.6668414699999988,-79.3135114900000095,N/A,N/A,N/A
The Little Mermaid,2025-10-03,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
SABAI - I'M ALRIGHT TOUR,2025-10-03,DPRTMNT,473 Adelaide St W,43.646470,-79.396890,Music,Dance/Electronic,Dance/Electronic
"Southpacific, Fires of Cheektowaga, Luster Dust & Last Light",2025-10-03,Hard Luck Bar,772a Dundas Street West,43.652150,-79.407552,Music,Alternative,Alternative
AYYBO,2025-10-03,CODA,794 Bathurst Street,43.665374,-79.411540,Music,Dance/Electronic,Dance/Electronic
Emo Night Toronto at Sneaky Dee's,2025-10-03,Sneaky Dee's Concert Venue,"431 College Street, 2nd Floor",43.656413,-79.4074860,Music,Rock,Emo
FYE Ultra Club Opening Weekend Day 3,2025-10-03,FYE Ultra Club,"7 Saskatchewan Road, Toronto, ON ",43.632936,-79.423286,Music,Dance/Electronic,Dance/Electronic
Shenanigans w/ Thirty Below & Jody and the Friend Zone,2025-10-03,Supermarket,268 Augusta Ave,43.656580,-79.403230,Music,Alternative,Alternative
Ron Hawkins,2025-10-03,The Rivoli,334 Queen St. West,43.649290,-79.395000,Music,Rock,Pop
Swans,2025-10-03,The Phoenix Concert Theatre,410 Sherbourne Street,43.664730,-79.374200,Music,Rock,Experimental Rock
RAVE CAVE,2025-10-03,The Dance Cave,529 Bloor Street West,43.665244,-79.409452,Music,Dance/Electronic,Dance/Electronic
Yukon Blonde,2025-10-03,Longboat Hall,"103 Dovercourt Rd, (Basement Of Great Hall)",43.643000,-79.422160,Music,Rock,Pop
"SlowNotion w/ Wong Groove Group, Laniakea & Five Others",2025-10-03,Sneaky Dee's Concert Venue,"431 College Street, 2nd Floor",43.656413,-79.4074860,Music,Alternative,Alternative
Toronto Argonauts vs. Hamilton Tiger-Cats,2025-10-04,BMO Field,170 Princes' Blvd,43.63264890,-79.42029240,Sports,Football,Professional
